employee_id,name,age,role,department,salary,skills,interest,certification,PSA courses attended,job history,years of experience
202,Sheff,57,Maritime Safety Officer [Operations],[Operations],3931.38,"Leadership, Safety protocols, Communication","Sustainability, Software development",Bachelor of Food Technology with Honours [Degree],Leadership Skills,Warehouse Supervisor,3
203,Madonna,61,Harbour Master [Operations],[Operations],7623.58,"Project management, Leadership, Safety protocols","Technology advancements, Software development",Electrical and Electronic Engineering [Degree],Critical Thinking,Inventory Manager,18
204,Ursa,31,Maritime Safety Officer [Operations],[Operations],11118.27,"Technical expertise, Maritime regulations, Safety protocols","Supply chain efficiency, Safety improvement",Psychology [Degree],Time Management,Customs Broker,20
205,Carolan,61,Budget Officer [Finance],[Finance],4977.67,"Project management, Maritime regulations, Safety protocols","Engineering innovation, Safety improvement",Mechanical Engineering [Degree],Negotiation Skills,Docking Pilot,4
206,Briny,43,Human Resource Development Specialist [HR],[HR],4027.47,"Leadership, Safety protocols, Technical expertise","Safety improvement, Software development",Bachelor of Science (Nursing) [Degree],Emotional Intelligence,Safety Officer,17
207,Parke,24,Data Analyst for Port Operations [IT],[IT],8167.69,"Project management, Leadership, Maritime regulations","Process optimization, Software development",Art,Time Management,Project Manager,1
208,Lauryn,60,Fleet Management Officer [Operations],[Operations],9368.35,"Leadership, Problem-solving, Maritime regulations","Marine technology, Supply chain efficiency",Chinese [Degree],Emotional Intelligence,Quality Assurance Specialist,5
209,Casandra,64,Compliance Officer [Admin],[Admin],8561.24,"Safety protocols, Leadership, Software development","Software development, Safety improvement",Physics and Applied Physics [Degree],Adaptability,Quality Assurance Specialist,19
210,Ellis,23,Vessel Traffic Services Operator [Operations],[Operations],2677.66,"Safety protocols, Maritime regulations, Communication","Technology advancements, Marine technology",Bachelor of Science (Project and Facilities Management) [Degree],Management Skills,Operations Manager,17
211,Bruis,50,IT Infrastructure Specialist [IT],[IT],7954.36,"Safety protocols, Problem-solving, Technical expertise","Software development, Technology advancements",Bachelor of Engineering with Honours in Chemical Engineering [Degree],Financial Literacy,Docking Pilot,3
212,Flem,52,Human Resource Development Specialist [HR],[HR],7386.09,"Communication, Software development, Maritime regulations","Software development, Safety improvement",Bachelor in Science (Physiotherapy) [Degree],Interpersonal Skills,Business Analyst,18
213,Christopher,22,Compliance Officer [Admin],[Admin],4799.17,"Maritime regulations, Technical expertise, Problem-solving","Technology advancements, Process optimization",Psychology [Degree],Business Presentations,Project Manager,10
214,Dorena,56,Compliance Officer [Admin],[Admin],10831.51,"Leadership, Communication, Maritime regulations","Process optimization, Software development",Aeronautical Engineering [Diploma],Adaptability,Customs Broker,1
215,Norma,64,Logistics Coordinator [Operations],[Operations],6090.71,"Safety protocols, Problem-solving, Communication","Marine technology, Process optimization",Food Science & Technology [Diploma],Leadership Skills,Docking Pilot,16
216,Katharine,51,Port Planner [Operations],[Operations],10601.01,"Safety protocols, Software development, Maritime regulations","Technology advancements, Process optimization",Bachelor of Arts with Honours in Criminology and Security [Degree],Business Presentations,Docking Pilot,9
217,Arvie,36,Budget Officer [Finance],[Finance],11886.1,"Problem-solving, Leadership, Safety protocols","Engineering innovation, Supply chain efficiency",Accountancy [Diploma],Critical Thinking,Safety Officer,17
218,Zorina,35,Harbour Master [Operations],[Operations],5495.85,"Problem-solving, Project management, Communication","Sustainability, Software development",Double Degree in Business and Computer Engineering/Computing [Degree],Emotional Intelligence,Warehouse Supervisor,12
219,Sascha,46,Data Analyst for Port Operations [IT],[IT],3016.67,"Leadership, Maritime regulations, Project management","Safety improvement, Engineering innovation",Chemistry and Biological Chemistry [Degree],Interpersonal Skills,Data Analyst,1
220,Richmound,35,Human Resource Development Specialist [HR],[HR],7846.45,"Project management, Safety protocols, Leadership","Software development, Technology advancements",Science (with Education) [Degree],Time Management,Procurement Specialist,15
221,Aurea,27,Marine Operations Officer [Operations],[Operations],7461.5,"Technical expertise, Safety protocols, Leadership","Software development, Engineering innovation",Bachelor of Engineering with Honours in Naval Architecture [Degree],Emotional Intelligence,Procurement Specialist,16
222,Astrix,41,Marine Operations Officer [Operations],[Operations],6508.31,"Technical expertise, Project management, Communication","Technology advancements, Engineering innovation",Civil Engineering [Degree],Leadership Skills,Procurement Specialist,2
223,Darrick,22,Budget Officer [Finance],[Finance],2879.65,"Software development, Communication, Project management","Safety improvement, Engineering innovation",Bachelor of Dental Surgery [Degree],Emotional Intelligence,Equipment Operator,4
224,Theodosia,61,Harbour Master [Operations],[Operations],8731.13,"Technical expertise, Project management, Leadership","Engineering innovation, Marine technology",Facilities Management [Diploma],Emotional Intelligence,Safety Officer,20
225,Geraldine,26,Human Resource Development Specialist [HR],[HR],10726.9,"Project management, Safety protocols, Problem-solving","Safety improvement, Supply chain efficiency",Philosophy [Degree],Interpersonal Skills,Supply Chain Analyst,11
226,Neill,54,Harbour Master [Operations],[Operations],4014.89,"Technical expertise, Project management, Problem-solving","Technology advancements, Sustainability",Inter-Disciplinary Double Major [Degree],Adaptability,Transportation Planner,4
227,Malvin,62,Logistics Coordinator [Operations],[Operations],3995.98,"Communication, Software development, Leadership","Software development, Technology advancements",Civil Engineering [Diploma],Critical Thinking,Environmental Compliance Officer,9
228,Courtney,62,Maritime Systems Analyst [IT],[IT],3335.3,"Software development, Communication, Problem-solving","Process optimization, Safety improvement",Bachelor of Science in Supply Chain Management [Degree],Emotional Intelligence,Marine Operations Officer,20
229,Selina,45,Vessel Traffic Services Operator [Operations],[Operations],8751.91,"Software development, Communication, Technical expertise","Supply chain efficiency, Process optimization",Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land) [Degree],Management Skills,Warehouse Supervisor,5
230,Dixie,35,Fleet Management Officer [Operations],[Operations],8976.43,"Technical expertise, Maritime regulations, Safety protocols","Technology advancements, Safety improvement","",Management Skills,Project Manager,5
231,Ciel,19,Human Resource Development Specialist [HR],[HR],9797.79,"Project management, Communication, Technical expertise","Sustainability, Marine technology",Business Management (Cum Laude and above) [Degree],Emotional Intelligence,Marine Operations Officer,4
232,Dniren,52,Fleet Management Officer [Operations],[Operations],8728.5,"Leadership, Safety protocols, Problem-solving","Supply chain efficiency, Process optimization",Bachelor of Engineering with Honours in Civil Engineering [Degree],Adaptability,Quality Assurance Specialist,2
233,Ario,22,Maritime Systems Analyst [IT],[IT],10918.91,"Communication, Safety protocols, Project management","Technology advancements, Process optimization",Accountancy [Diploma],Financial Literacy,Quality Assurance Specialist,4
234,Delano,30,Shipping and Receiving Clerk [Operations],[Operations],11490.47,"Safety protocols, Problem-solving, Maritime regulations","Supply chain efficiency, Technology advancements",Bachelor of Engineering with Honours in Aircraft Systems Engineering [Degree],Leadership Skills,Project Manager,2
235,Ruddy,31,Human Resource Development Specialist [HR],[HR],6434.38,"Communication, Technical expertise, Software development","Safety improvement, Supply chain efficiency",Bachelor of Science (Nursing) (Hons) [Degree],Interpersonal Skills,Supply Chain Analyst,15
236,Alexi,41,Maritime Systems Analyst [IT],[IT],10951.67,"Leadership, Communication, Maritime regulations","Supply chain efficiency, Marine technology",Bachelor of Science (Pharmacy) [Degree],Interpersonal Skills,Inventory Manager,19
237,Petronia,30,Data Analyst for Port Operations [IT],[IT],3884.94,"Technical expertise, Safety protocols, Problem-solving","Sustainability, Supply chain efficiency",Applied AI & Analytics [Diploma],Adaptability,Docking Pilot,6
238,Gillian,37,Maritime Safety Officer [Operations],[Operations],2133.64,"Problem-solving, Communication, Maritime regulations","Supply chain efficiency, Process optimization",Physics and Applied Physics [Degree],Interpersonal Skills,Customs Broker,3
239,Stacy,57,Data Analyst for Port Operations [IT],[IT],8360.97,"Communication, Problem-solving, Technical expertise","Technology advancements, Process optimization",Bachelor of Science (Pharmacy) [Degree],Management Skills,Equipment Operator,17
240,Jenn,46,Recruitment Specialist [HR],[HR],7359.98,"Problem-solving, Software development, Leadership","Software development, Supply chain efficiency",Media,Interpersonal Skills,Freight Forwarder,6
241,Norris,65,Shipping and Receiving Clerk [Operations],[Operations],5728.01,"Leadership, Technical expertise, Maritime regulations","Sustainability, Technology advancements",Communication Studies [Degree],Business Presentations,Supply Chain Analyst,13
242,Ted,55,Maritime Safety Officer [Operations],[Operations],5253.21,"Technical expertise, Problem-solving, Safety protocols","Engineering innovation, Supply chain efficiency",Electrical & Electronic Engineering [Diploma],Interpersonal Skills,Equipment Operator,20
243,Rycca,32,Compliance Officer [Admin],[Admin],7408.75,"Project management, Safety protocols, Software development","Safety improvement, Process optimization",Computer Engineering [Diploma],Critical Thinking,Data Analyst,6
244,Martie,25,Human Resource Development Specialist [HR],[HR],5096.58,"Project management, Safety protocols, Problem-solving","Safety improvement, Marine technology",Bachelor of Engineering with Honours in Naval Architecture [Degree],Emotional Intelligence,Warehouse Supervisor,13
245,Lenee,43,Human Resource Development Specialist [HR],[HR],7849.32,"Problem-solving, Project management, Software development","Sustainability, Safety improvement",Optometry [Diploma],Interpersonal Skills,Warehouse Supervisor,17
246,Brnaby,64,Compliance Officer [Admin],[Admin],10872.18,"Leadership, Communication, Problem-solving","Safety improvement, Technology advancements",Environmental Engineering [Degree],Negotiation Skills,Freight Forwarder,6
247,Luise,49,Shipping and Receiving Clerk [Operations],[Operations],11105.72,"Communication, Safety protocols, Problem-solving","Safety improvement, Technology advancements",Design and Media [Degree],Emotional Intelligence,Quality Assurance Specialist,3
248,Derril,33,Vessel Traffic Services Operator [Operations],[Operations],8456.18,"Project management, Leadership, Maritime regulations","Process optimization, Marine technology",Accountancy [Degree],Time Management,Procurement Specialist,17
249,Sandie,50,Shipping and Receiving Clerk [Operations],[Operations],3379.28,"Maritime regulations, Problem-solving, Project management","Marine technology, Software development",Bachelor of Laws [Degree],Financial Literacy,Data Analyst,16
250,Fidole,59,Vessel Traffic Services Operator [Operations],[Operations],8509.33,"Communication, Leadership, Project management","Engineering innovation, Technology advancements",Bachelor of Business Administration in Food Business Management [Degree],Time Management,Operations Manager,12
251,Siana,57,IT Infrastructure Specialist [IT],[IT],4079.11,"Problem-solving, Technical expertise, Safety protocols","Technology advancements, Engineering innovation",Bachelor of Engineering with Honours in Electrical Power Engineering [Degree],Time Management,Business Analyst,20
252,Worthy,18,IT Infrastructure Specialist [IT],[IT],11454.98,"Software development, Project management, Safety protocols","Safety improvement, Marine technology",Bachelor of Accountancy [Degree],Business Presentations,Supply Chain Analyst,13
253,Buckie,51,Vessel Traffic Services Operator [Operations],[Operations],3158.4,"Problem-solving, Communication, Safety protocols","Engineering innovation, Supply chain efficiency",Communication Studies [Degree],Negotiation Skills,Freight Forwarder,15
254,Gerik,64,Maritime Systems Analyst [IT],[IT],11401.04,"Communication, Project management, Safety protocols","Supply chain efficiency, Technology advancements",Law [Degree],Interpersonal Skills,Shipping Clerk,3
255,Moses,19,Human Resource Development Specialist [HR],[HR],10940.93,"Leadership, Safety protocols, Problem-solving","Process optimization, Supply chain efficiency",Computer Engineering [Degree],Adaptability,Environmental Compliance Officer,12
256,Saxe,41,Logistics Coordinator [Operations],[Operations],10443.46,"Safety protocols, Project management, Maritime regulations","Marine technology, Supply chain efficiency",Bachelor of Engineering (Mechanical Engineering) [Degree],Adaptability,Procurement Specialist,4
257,Paquito,59,Maritime Systems Analyst [IT],[IT],3324.02,"Technical expertise, Leadership, Maritime regulations","Engineering innovation, Supply chain efficiency",Information Systems [Degree],Emotional Intelligence,Operations Manager,4
258,Dion,47,Logistics Coordinator [Operations],[Operations],7013.36,"Project management, Safety protocols, Communication","Supply chain efficiency, Engineering innovation",Bachelor in Science (Physiotherapy) [Degree],Adaptability,Data Analyst,12
259,Erick,64,Compliance Officer [Admin],[Admin],10659.79,"Communication, Safety protocols, Problem-solving","Sustainability, Safety improvement",Environmental Engineering [Degree],Emotional Intelligence,Shipping Clerk,14
260,Alessandro,44,Fleet Management Officer [Operations],[Operations],3252.83,"Project management, Problem-solving, Safety protocols","Sustainability, Safety improvement",Economics (Cum Laude and above) [Degree],Management Skills,Maritime Engineer,20
261,Marta,60,Marine Operations Officer [Operations],[Operations],11296.98,"Communication, Technical expertise, Leadership","Process optimization, Marine technology",Bachelor of Engineering with Honours in Offshore Engineering [Degree],Emotional Intelligence,Customs Broker,12
262,Rowland,39,Maritime Safety Officer [Operations],[Operations],9994.33,"Safety protocols, Technical expertise, Communication","Sustainability, Process optimization",Aerospace Engineering [Degree],Adaptability,Freight Forwarder,12
263,Vaughan,45,Marine Operations Officer [Operations],[Operations],4146.22,"Safety protocols, Communication, Project management","Process optimization, Technology advancements",Banking & Finance [Diploma],Management Skills,Safety Officer,9
264,Fernandina,23,Harbour Master [Operations],[Operations],10334.4,"Problem-solving, Technical expertise, Communication","Technology advancements, Marine technology",Bachelor of Laws [Degree],Financial Literacy,Equipment Operator,4
265,Weylin,29,Employee Relations Officer [HR],[HR],3440.87,"Problem-solving, Technical expertise, Maritime regulations","Technology advancements, Safety improvement",Bioengineering [Degree],Interpersonal Skills,Environmental Compliance Officer,10
266,Hedi,48,Budget Officer [Finance],[Finance],7341.58,"Leadership, Problem-solving, Software development","Safety improvement, Software development",Bachelor of Engineering (Electrical Engineering) [Degree],Management Skills,Warehouse Supervisor,15
267,Murielle,37,Budget Officer [Finance],[Finance],10354.59,"Maritime regulations, Software development, Communication","Sustainability, Engineering innovation",Bachelor of Early Childhood Education [Degree],Emotional Intelligence,Procurement Specialist,4
268,Suzy,19,Budget Officer [Finance],[Finance],5387.34,"Leadership, Safety protocols, Maritime regulations","Process optimization, Engineering innovation",Maritime Studies [Degree],Business Presentations,Customs Broker,11
269,Wilhelmine,55,Financial Analyst [Finance],[Finance],8505.46,"Safety protocols, Software development, Leadership","Technology advancements, Process optimization",History [Degree],Business Presentations,Transportation Planner,7
270,Ferdinand,56,Maritime Systems Analyst [IT],[IT],7597.07,"Project management, Software development, Technical expertise","Safety improvement, Technology advancements",Bachelor of Arts (Industrial Design) [Degree],Business Presentations,Marine Operations Officer,6
271,Florette,56,Compliance Officer [Admin],[Admin],7580.07,"Leadership, Maritime regulations, Safety protocols","Technology advancements, Sustainability",Facilities Management [Diploma],Negotiation Skills,Data Analyst,3
272,Adrian,20,Fleet Management Officer [Operations],[Operations],10746.0,"Safety protocols, Communication, Technical expertise","Software development, Marine technology",Bachelor of Engineering with Honours in Offshore Engineering [Degree],Interpersonal Skills,Freight Forwarder,13
273,Carny,49,Budget Officer [Finance],[Finance],11000.11,"Communication, Problem-solving, Project management","Process optimization, Technology advancements",Law [Degree],Interpersonal Skills,Maritime Engineer,2
274,Sigmund,23,Harbour Master [Operations],[Operations],6210.19,"Maritime regulations, Leadership, Project management","Supply chain efficiency, Engineering innovation",Accountancy and Business [Degree],Leadership Skills,Maritime Engineer,12
275,Giana,48,Human Resource Development Specialist [HR],[HR],6468.97,"Maritime regulations, Problem-solving, Safety protocols","Marine technology, Engineering innovation",Information Technology [Diploma],Adaptability,Customs Broker,9
276,Ruddy,64,Data Analyst for Port Operations [IT],[IT],10151.23,"Maritime regulations, Software development, Project management","Engineering innovation, Sustainability",Bachelor of Accountancy [Degree],Business Presentations,Transportation Planner,12
277,Mella,56,Shipping and Receiving Clerk [Operations],[Operations],6009.33,"Leadership, Technical expertise, Safety protocols","Software development, Sustainability",Biological and Biomedical Sciences [Degree],Financial Literacy,Transportation Planner,14
278,Levy,50,Maritime Safety Officer [Operations],[Operations],8868.42,"Software development, Technical expertise, Project management","Process optimization, Technology advancements",Banking & Finance [Diploma],Adaptability,Inventory Manager,7
279,Georgeta,27,Fleet Management Officer [Operations],[Operations],11639.04,"Problem-solving, Leadership, Maritime regulations","Sustainability, Supply chain efficiency",Chinese [Degree],Emotional Intelligence,Quality Assurance Specialist,1
280,Winna,53,Logistics Coordinator [Operations],[Operations],11589.99,"Maritime regulations, Software development, Technical expertise","Engineering innovation, Technology advancements",Food Science & Technology [Diploma],Time Management,Quality Assurance Specialist,6
281,Sabine,46,Maritime Safety Officer [Operations],[Operations],8506.29,"Communication, Maritime regulations, Technical expertise","Safety improvement, Sustainability",Chemical and Biomolecular Engineering [Degree],Time Management,Safety Officer,13
282,Wait,28,Employee Relations Officer [HR],[HR],10021.99,"Technical expertise, Problem-solving, Software development","Safety improvement, Supply chain efficiency",Bachelor of Music [Degree],Financial Literacy,Freight Forwarder,7
283,Hort,61,Logistics Coordinator [Operations],[Operations],7410.84,"Communication, Problem-solving, Safety protocols","Software development, Engineering innovation",Common Science Programme [Diploma],Leadership Skills,Logistics Coordinator,10
284,Hilary,49,Port Planner [Operations],[Operations],3309.2,"Maritime regulations, Software development, Project management","Marine technology, Supply chain efficiency",Bachelor of Laws [Degree],Leadership Skills,Freight Forwarder,9
285,Iosep,38,Data Analyst for Port Operations [IT],[IT],10508.35,"Communication, Software development, Leadership","Technology advancements, Sustainability",Bachelor of Food Technology with Honours [Degree],Emotional Intelligence,Quality Assurance Specialist,10
286,Stephana,51,IT Infrastructure Specialist [IT],[IT],11961.0,"Communication, Technical expertise, Safety protocols","Safety improvement, Software development",Information Systems (Cum Laude and above) [Degree],Business Presentations,Operations Manager,2
287,Gianni,43,Budget Officer [Finance],[Finance],3049.34,"Communication, Safety protocols, Maritime regulations","Supply chain efficiency, Process optimization",Optometry [Diploma],Emotional Intelligence,Inventory Manager,18
288,Elwira,36,IT Infrastructure Specialist [IT],[IT],5565.3,"Technical expertise, Communication, Software development","Process optimization, Technology advancements",Bachelor of Science (Air Transport Management) [Degree],Adaptability,Maritime Engineer,14
289,Dosi,39,Fleet Management Officer [Operations],[Operations],6391.15,"Technical expertise, Problem-solving, Maritime regulations","Software development, Supply chain efficiency",Bachelor of Science (Pharmacy) [Degree],Financial Literacy,Inventory Manager,8
290,Blisse,19,Harbour Master [Operations],[Operations],8250.34,"Leadership, Project management, Technical expertise","Technology advancements, Sustainability",Chinese [Degree],Business Presentations,Procurement Specialist,11
291,Darrin,49,Budget Officer [Finance],[Finance],9880.04,"Software development, Safety protocols, Technical expertise","Engineering innovation, Software development",Bachelor of Science in Chemical Engineering [Degree],Management Skills,Quality Assurance Specialist,14
292,Mireille,54,Maritime Systems Analyst [IT],[IT],5529.14,"Safety protocols, Leadership, Problem-solving","Engineering innovation, Software development",Bachelor of Science (Nursing) [Degree],Interpersonal Skills,Shipping Clerk,13
293,Wilhelmine,44,Fleet Management Officer [Operations],[Operations],5445.34,"Problem-solving, Project management, Technical expertise","Sustainability, Software development",Bachelor of Business Administration (Hons) [Degree],Emotional Intelligence,Warehouse Supervisor,12
294,Lemmie,52,Harbour Master [Operations],[Operations],3470.1,"Communication, Safety protocols, Technical expertise","Sustainability, Engineering innovation",Bachelor of Law [Degree],Leadership Skills,Customs Broker,12
295,Ariela,51,Budget Officer [Finance],[Finance],2797.1,"Software development, Maritime regulations, Communication","Technology advancements, Process optimization",Psychology [Degree],Adaptability,Equipment Operator,6
296,Bartel,35,Maritime Systems Analyst [IT],[IT],6610.27,"Communication, Project management, Technical expertise","Safety improvement, Engineering innovation",Mechanical Engineering [Degree],Critical Thinking,Logistics Coordinator,10
297,Fidelio,51,Port Planner [Operations],[Operations],6699.63,"Software development, Leadership, Problem-solving","Supply chain efficiency, Safety improvement",Bachelor of Environmental Studies [Degree],Financial Literacy,Transportation Planner,16
298,Welsh,28,Shipping and Receiving Clerk [Operations],[Operations],7716.27,"Technical expertise, Project management, Safety protocols","Safety improvement, Supply chain efficiency",Bachelor of Engineering (Engineering Product Development) [Degree],Negotiation Skills,Quality Assurance Specialist,9
299,Ignaz,45,Financial Analyst [Finance],[Finance],4785.75,"Project management, Safety protocols, Problem-solving","Safety improvement, Software development",Common Engineering Programme [Diploma],Negotiation Skills,Operations Manager,5
300,Morris,23,IT Infrastructure Specialist [IT],[IT],6681.37,"Project management, Problem-solving, Maritime regulations","Technology advancements, Supply chain efficiency",Bachelor of Science (Computational Biology) [Degree],Emotional Intelligence,Quality Assurance Specialist,10
301,Demeter,35,Financial Analyst [Finance],[Finance],3125.92,"Leadership, Project management, Communication","Software development, Process optimization",Business Administration [Diploma],Negotiation Skills,Warehouse Supervisor,9
302,Nap,50,Logistics Coordinator [Operations],[Operations],6322.22,"Technical expertise, Maritime regulations, Safety protocols","Technology advancements, Marine technology",Bachelor of Environmental Studies [Degree],Management Skills,Freight Forwarder,18
303,Barth,30,Vessel Traffic Services Operator [Operations],[Operations],6453.03,"Technical expertise, Safety protocols, Project management","Supply chain efficiency, Technology advancements",Bachelor of Engineering with Honours in Aerospace Engineering [Degree],Financial Literacy,Environmental Compliance Officer,9
304,Joye,57,IT Infrastructure Specialist [IT],[IT],6602.34,"Leadership, Maritime regulations, Software development","Engineering innovation, Technology advancements",Chemical Engineering [Diploma],Business Presentations,Docking Pilot,13
305,Elayne,63,Financial Analyst [Finance],[Finance],5727.92,"Problem-solving, Safety protocols, Communication","Software development, Sustainability",Bachelor of Food Technology with Honours [Degree],Financial Literacy,Safety Officer,12
306,Timothy,33,Marine Operations Officer [Operations],[Operations],11418.37,"Software development, Safety protocols, Project management","Software development, Sustainability",Bachelor of Science (Diagnostic Radiography) [Degree],Business Presentations,Docking Pilot,13
307,Celine,52,Port Planner [Operations],[Operations],2959.03,"Software development, Safety protocols, Communication","Engineering innovation, Software development",Bachelor of Social Work [Degree],Financial Literacy,Transportation Planner,18
308,Cleveland,57,Maritime Systems Analyst [IT],[IT],10034.36,"Problem-solving, Maritime regulations, Project management","Safety improvement, Marine technology",Double Degree in Engineering and Economics [Degree],Leadership Skills,Logistics Coordinator,19
309,Cassandre,49,Recruitment Specialist [HR],[HR],6995.37,"Technical expertise, Project management, Maritime regulations","Process optimization, Supply chain efficiency",Accountancy (Cum Laude and above) [Degree],Financial Literacy,Shipping Clerk,7
310,Elfie,42,Maritime Systems Analyst [IT],[IT],2754.01,"Maritime regulations, Problem-solving, Software development","Software development, Engineering innovation",Bachelor of Business Administration (Hons) [Degree],Interpersonal Skills,Operations Manager,19
311,Marylee,29,Data Analyst for Port Operations [IT],[IT],4474.23,"Software development, Maritime regulations, Project management","Engineering innovation, Supply chain efficiency",Marine Engineering [Diploma],Management Skills,Supply Chain Analyst,18
312,Isobel,45,Data Analyst for Port Operations [IT],[IT],5015.53,"Software development, Communication, Maritime regulations","Engineering innovation, Process optimization",Computer Science [Degree],Critical Thinking,Environmental Compliance Officer,14
313,Robin,40,Financial Analyst [Finance],[Finance],7192.05,"Problem-solving, Technical expertise, Safety protocols","Technology advancements, Engineering innovation",Facilities Management [Diploma],Negotiation Skills,Shipping Clerk,5
314,Mariejeanne,26,Data Analyst for Port Operations [IT],[IT],5242.77,"Problem-solving, Software development, Technical expertise","Marine technology, Process optimization",Bachelor of Science in Computer Science in Real-Time Interactive Simulation [Degree],Negotiation Skills,Marine Operations Officer,2
315,Angel,44,Maritime Safety Officer [Operations],[Operations],3838.25,"Software development, Problem-solving, Communication","Sustainability, Engineering innovation",Biological Sciences and Psychology [Degree],Financial Literacy,Warehouse Supervisor,19
316,Patty,46,Vessel Traffic Services Operator [Operations],[Operations],8147.25,"Technical expertise, Project management, Leadership","Marine technology, Software development",Information Systems [Degree],Critical Thinking,Transportation Planner,20
317,Kendre,20,Financial Analyst [Finance],[Finance],11247.35,"Safety protocols, Communication, Technical expertise","Sustainability, Safety improvement",Common Science Programme [Diploma],Management Skills,Logistics Coordinator,8
318,Angelico,58,Marine Operations Officer [Operations],[Operations],4220.44,"Maritime regulations, Problem-solving, Project management","Marine technology, Technology advancements",Civil Engineering [Degree],Financial Literacy,Maritime Engineer,19
319,Feodora,32,Compliance Officer [Admin],[Admin],8755.31,"Problem-solving, Software development, Technical expertise","Safety improvement, Software development",Bachelor of Science (Nursing) (Hons) [Degree],Financial Literacy,Inventory Manager,9
320,Berrie,48,Budget Officer [Finance],[Finance],8542.7,"Safety protocols, Maritime regulations, Problem-solving","Sustainability, Technology advancements",Bachelor of Engineering (Environmental Engineering) [Degree],Emotional Intelligence,Operations Manager,9
321,Calida,28,IT Infrastructure Specialist [IT],[IT],3300.15,"Software development, Problem-solving, Leadership","Supply chain efficiency, Safety improvement",Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services) [Degree],Financial Literacy,Inventory Manager,17
322,Davide,29,Harbour Master [Operations],[Operations],10340.58,"Safety protocols, Maritime regulations, Leadership","Marine technology, Technology advancements",Bachelor of Science in Chemical Engineering [Degree],Critical Thinking,Safety Officer,5
323,Townsend,27,Shipping and Receiving Clerk [Operations],[Operations],8604.44,"Maritime regulations, Technical expertise, Software development","Supply chain efficiency, Software development",Architecture [Diploma],Interpersonal Skills,Shipping Clerk,13
324,Aloysius,46,Port Planner [Operations],[Operations],2893.52,"Safety protocols, Maritime regulations, Leadership","Engineering innovation, Technology advancements",Law (Cum Laude and above) [Degree],Interpersonal Skills,Customs Broker,5
325,Elyse,19,Vessel Traffic Services Operator [Operations],[Operations],8966.42,"Technical expertise, Project management, Leadership","Supply chain efficiency, Technology advancements",Bachelor of Social Sciences [Degree],Interpersonal Skills,Shipping Clerk,9
326,Darby,36,Human Resource Development Specialist [HR],[HR],7042.61,"Problem-solving, Communication, Software development","Safety improvement, Sustainability",Bachelor of Science (Diagnostic Radiography) [Degree],Negotiation Skills,Project Manager,20
327,Merl,29,Data Analyst for Port Operations [IT],[IT],9891.12,"Maritime regulations, Leadership, Problem-solving","Software development, Safety improvement",Facilities Management [Diploma],Critical Thinking,Logistics Coordinator,11
328,Tiffie,52,Marine Operations Officer [Operations],[Operations],11397.59,"Problem-solving, Maritime regulations, Safety protocols","Supply chain efficiency, Software development","",Time Management,Marine Operations Officer,11
329,Andonis,35,Fleet Management Officer [Operations],[Operations],7759.72,"Software development, Technical expertise, Safety protocols","Marine technology, Supply chain efficiency",Bachelor of Engineering with Honours in Electrical Power Engineering [Degree],Adaptability,Business Analyst,14
330,Josee,31,IT Infrastructure Specialist [IT],[IT],3513.21,"Project management, Leadership, Software development","Process optimization, Safety improvement",Bachelor of Engineering (Industrial and Systems Engineering) [Degree],Leadership Skills,Data Analyst,3
331,Yoko,21,Fleet Management Officer [Operations],[Operations],9686.78,"Software development, Project management, Safety protocols","Supply chain efficiency, Safety improvement",Bachelor of Engineering (Industrial and Systems Engineering) [Degree],Adaptability,Equipment Operator,5
332,Reese,39,Human Resource Development Specialist [HR],[HR],2151.19,"Software development, Safety protocols, Technical expertise","Supply chain efficiency, Engineering innovation",Bachelor of Laws [Degree],Emotional Intelligence,Shipping Clerk,17
333,Costa,20,Marine Operations Officer [Operations],[Operations],11150.91,"Software development, Problem-solving, Project management","Software development, Marine technology",Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems) [Degree],Critical Thinking,Logistics Coordinator,9
334,Olga,52,Shipping and Receiving Clerk [Operations],[Operations],7417.93,"Technical expertise, Maritime regulations, Problem-solving","Supply chain efficiency, Technology advancements",Bachelor of Environmental Studies [Degree],Negotiation Skills,Marine Operations Officer,13
335,Joelynn,20,Marine Operations Officer [Operations],[Operations],5129.91,"Communication, Technical expertise, Software development","Safety improvement, Supply chain efficiency",Civil Engineering [Degree],Negotiation Skills,Logistics Coordinator,8
336,Hunter,32,Data Analyst for Port Operations [IT],[IT],10665.44,"Software development, Safety protocols, Technical expertise","Marine technology, Process optimization",Sociology [Degree],Critical Thinking,Operations Manager,8
337,Hillard,45,Maritime Safety Officer [Operations],[Operations],6409.34,"Communication, Leadership, Problem-solving","Process optimization, Software development",Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering [Degree],Management Skills,Warehouse Supervisor,1
338,Lindsay,49,Maritime Systems Analyst [IT],[IT],3070.03,"Problem-solving, Leadership, Technical expertise","Process optimization, Safety improvement",Public Policy and Global Affairs [Degree],Management Skills,Environmental Compliance Officer,20
